ID,MONTHS_BALANCE,Months_from_Today,STATUS_y
5002854,0,0,0
5002855,0,0,1
5002856,0,0,0
5002857,0,0,0
5002860,0,0,1
5002862,0,0,0
5002863,0,0,0
5002864,0,0,0
5002865,0,0,1
5002866,0,0,0
5002867,0,0,0
5002869,0,0,0
5002870,0,0,0
5002871,0,0,0
5002872,0,0,1
5002873,0,0,1
5002874,0,0,1
5002878,0,0,0
5002879,0,0,1
5002882,0,0,0
5002883,0,0,0
5002884,0,0,0
5002886,0,0,0
5002887,0,0,0
5002888,0,0,0
5002889,0,0,0
5002890,0,0,0
5002892,0,0,1
5002893,0,0,0
5002894,0,0,1
5002895,0,0,0
5002896,0,0,0
5002897,0,0,0
5002898,0,0,0
5002899,0,0,0
5002900,0,0,0
5002901,0,0,1
5002902,0,0,0
5002903,0,0,0
5002904,0,0,0
5002905,0,0,0
5002906,0,0,0
5002909,0,0,0
5002910,0,0,0
5002911,0,0,0
5002912,0,0,1
5002913,0,0,1
5002914,0,0,0
5002915,-1,1,1
5002916,-1,1,1
5002917,0,0,0
5002918,0,0,0
5002919,0,0,0
5002920,0,0,1
5002921,0,0,0
5002922,0,0,1
5002923,0,0,0
5002929,0,0,1
5002930,0,0,0
5002931,0,0,1
5002933,0,0,0
5002934,0,0,0
5002935,0,0,0
5002936,0,0,0
5002937,0,0,0
5002938,-1,1,1
5002939,-1,1,1
5002940,-1,1,1
5002943,-1,1,0
5002944,-1,1,0
5002945,-1,1,0
5002946,-1,1,0
5002947,-1,1,0
5002948,-1,1,0
5002949,0,0,0
5002950,0,0,0
5002953,0,0,0
5002955,0,0,1
5002956,0,0,1
5002958,-1,1,0
5002961,0,0,0
5002962,0,0,0
5002963,0,0,1
5002964,-1,1,1
5002966,0,0,1
5002967,0,0,0
5002968,0,0,0
5002969,0,0,0
5002970,0,0,0
5002971,0,0,0
5002972,0,0,0
5002973,0,0,0
5002974,0,0,0
5002975,0,0,0
5002976,0,0,0
5002977,0,0,0
5002978,0,0,0
5002979,0,0,0
5002981,0,0,0
5002982,0,0,0
5002983,0,0,0
5002985,0,0,0
5002986,0,0,0
5002987,0,0,0
5002988,0,0,0
5002989,0,0,0
5002990,0,0,0
5002991,0,0,0
5002992,-1,1,0
5002993,0,0,0
5002994,0,0,0
5002995,0,0,0
5002996,0,0,0
5002999,0,0,0
5003000,0,0,0
5003001,0,0,0
5003002,0,0,0
5003003,0,0,0
5003006,0,0,0
5003007,0,0,1
5003008,0,0,1
5003011,0,0,1
5003012,0,0,1
5003013,0,0,1
5003014,0,0,0
5003015,0,0,0
5003016,0,0,0
5003017,0,0,0
5003018,0,0,0
5003019,0,0,0
5003020,0,0,1
5003021,0,0,1
5003023,0,0,1
5003024,0,0,0
5003025,0,0,1
5003026,0,0,0
5003027,0,0,1
5003028,0,0,0
5003029,0,0,0
5003030,0,0,0
5003031,0,0,0
5003033,0,0,0
5003034,0,0,1
5003035,0,0,0
5003036,0,0,0
5003037,0,0,0
5003038,0,0,0
5003039,0,0,0
5003040,0,0,0
5003041,0,0,0
5003042,0,0,0
5003043,0,0,0
5003046,0,0,0
5003049,0,0,1
5003050,0,0,1
5003051,0,0,0
5003052,0,0,0
5003053,0,0,0
5003054,0,0,0
5003056,0,0,0
5003057,0,0,0
5003058,0,0,0
5003059,0,0,1
5003061,0,0,0
5003065,0,0,0
5003066,-1,1,0
5003067,0,0,0
5003068,0,0,0
5003069,0,0,0
5003070,0,0,0
5003073,0,0,0
5003074,0,0,0
5003075,0,0,0
5003076,0,0,0
5003079,0,0,0
5003082,0,0,0
5003083,0,0,0
5003084,0,0,0
5003086,0,0,0
5003088,0,0,0
5003089,0,0,1
5003090,0,0,1
5003091,0,0,1
5003092,0,0,1
5003093,0,0,1
5003094,0,0,1
5003095,0,0,1
5003096,0,0,1
5003097,0,0,0
5003098,0,0,1
5003099,0,0,0
5003100,0,0,1
5003101,0,0,0
5003102,0,0,0
5003103,0,0,0
5003104,0,0,0
5003105,-1,1,0
5003106,0,0,0
5003107,0,0,0
5003108,0,0,0
5003110,0,0,1
5003111,0,0,0
5003112,0,0,0
5003113,0,0,0
5003115,0,0,0
5003116,0,0,0
5003117,0,0,0
5003118,0,0,0
5003119,0,0,0
5003120,0,0,0
5003121,0,0,0
5003122,0,0,0
5003123,0,0,0
5003124,0,0,0
5003125,0,0,0
5003126,0,0,0
5003127,0,0,0
5003128,0,0,0
5003129,0,0,0
5003131,0,0,0
5003132,0,0,0
5003133,0,0,0
5003134,0,0,0
5003135,0,0,0
5003136,0,0,0
5003137,0,0,0
5003138,0,0,0
5003139,0,0,1
5003140,0,0,0
5003141,0,0,1
5003142,0,0,0
5003143,0,0,0
5003144,0,0,1
5003145,0,0,0
5003146,0,0,0
5003147,0,0,0
5003148,0,0,0
5003149,0,0,0
5003150,0,0,1
5003151,0,0,0
5003152,0,0,0
5003153,0,0,0
5003154,0,0,1
5003155,0,0,0
5003156,0,0,0
5003157,0,0,0
5003158,0,0,0
5003159,0,0,0
5003160,0,0,0
5003161,0,0,0
5003162,0,0,1
5003163,0,0,0
5003164,0,0,0
5003165,0,0,0
5003166,0,0,0
5003167,0,0,0
5003168,0,0,0
5003169,0,0,0
5003170,0,0,0
5003171,0,0,0
5003172,0,0,0
5003173,0,0,0
5003174,0,0,0
5003175,0,0,0
5003176,0,0,0
5003177,0,0,0
5003178,0,0,0
5003179,0,0,0
5003180,0,0,0
5003181,0,0,0
5003182,0,0,0
5003183,0,0,0
5003186,0,0,0
5003187,0,0,0
5003188,0,0,0
5003189,0,0,0
5003194,0,0,0
5003197,0,0,0
5003198,0,0,0
5003199,0,0,0
5003200,0,0,1
5003201,0,0,0
5003202,0,0,1
5003203,0,0,1
5003205,0,0,0
5003206,0,0,0
5003207,0,0,0
5003209,0,0,0
5003210,0,0,1
5003211,0,0,0
5003212,0,0,0
5003214,-1,1,1
5003219,0,0,0
5003220,0,0,0
5003221,0,0,1
5003222,0,0,1
5003224,0,0,0
5003225,0,0,0
5003226,0,0,0
5003227,0,0,0
5003228,0,0,1
5003229,0,0,0
5003230,0,0,0
5003231,0,0,0
5003232,0,0,0
5003233,0,0,0
5003234,0,0,0
5003235,0,0,0
5003236,-1,1,1
5003237,0,0,0
5003238,0,0,1
5003239,0,0,0
5003240,0,0,0
5003241,0,0,0
5003242,-1,1,1
5003243,0,0,0
5003244,0,0,0
5003245,0,0,0
5003246,0,0,0
5003247,0,0,0
5003248,0,0,0
5003249,0,0,1
5003250,0,0,0
5003252,0,0,0
5003253,0,0,0
5003255,0,0,0
5003256,0,0,0
5003257,0,0,1
5003258,0,0,1
5003259,0,0,1
5003260,0,0,0
5003261,-1,1,0
5003262,0,0,0
5003263,0,0,0
5003264,0,0,0
5003265,0,0,0
5003266,0,0,0
5003267,0,0,0
5003268,0,0,1
5003269,0,0,1
5003270,0,0,0
5003272,0,0,0
5003273,0,0,0
5003274,0,0,0
5003275,0,0,0
5003276,0,0,0
5003277,0,0,0
5003278,0,0,0
5003279,0,0,0
5003281,0,0,1
5003282,0,0,0
5003283,0,0,1
5003284,0,0,0
5003286,0,0,0
5003287,0,0,0
5003288,0,0,0
5003289,0,0,0
5003291,0,0,1
5003292,0,0,1
5003293,0,0,1
5003294,0,0,0
5003295,0,0,0
5003298,0,0,1
5003299,0,0,1
5003300,0,0,1
5003301,0,0,1
5003302,0,0,1
5003303,0,0,1
5003304,0,0,0
5003305,0,0,0
5003306,0,0,0
5003307,0,0,0
5003308,0,0,1
5003311,0,0,0
5003312,0,0,0
5003313,0,0,0
5003314,0,0,0
5003315,0,0,0
5003316,-1,1,0
5003317,0,0,0
5003318,0,0,0
5003319,0,0,0
5003320,0,0,1
5003321,0,0,1
5003322,0,0,1
5003323,0,0,1
5003324,0,0,1
5003325,0,0,1
5003326,0,0,1
5003328,0,0,0
5003329,0,0,0
5003330,0,0,0
5003334,0,0,0
5003335,0,0,0
5003337,0,0,0
5003338,0,0,0
5003339,0,0,0
5003343,0,0,0
5003344,0,0,0
5003345,0,0,0
5003346,0,0,0
5003349,0,0,0
5003350,0,0,0
5003351,0,0,0
5003352,0,0,0
5003353,0,0,1
5003354,0,0,1
5003355,0,0,0
5003356,0,0,1
5003357,0,0,0
5003358,0,0,0
5003359,0,0,0
5003360,0,0,1
5003362,0,0,0
5003364,0,0,0
5003365,0,0,1
5003366,0,0,0
5003367,0,0,0
5003369,0,0,0
5003370,0,0,0
5003371,0,0,0
5003372,0,0,0
5003373,0,0,0
5003374,0,0,0
5003375,0,0,0
5003377,0,0,0
5003378,0,0,0
5003383,0,0,0
5003385,0,0,0
5003386,0,0,0
5003388,0,0,0
5003391,0,0,0
5003392,0,0,0
5003393,0,0,0
5003394,0,0,0
5003395,-1,1,0
5003396,0,0,1
5003397,0,0,0
5003398,0,0,0
5003400,0,0,1
5003401,0,0,0
5003402,0,0,1
5003408,0,0,0
5003409,0,0,0
5003410,0,0,0
5003411,0,0,0
5003412,-1,1,0
5003413,0,0,1
5003414,0,0,1
5003415,0,0,1
5003417,0,0,0
5003418,0,0,0
5003420,0,0,0
5003421,0,0,0
5003422,-1,1,1
5003423,-1,1,1
5003424,0,0,0
5003428,0,0,0
5003430,0,0,0
5003431,0,0,0
5003432,0,0,1
5003433,0,0,1
5003434,0,0,0
5003435,0,0,0
5003436,0,0,0
5003437,0,0,0
5003438,0,0,0
5003440,0,0,0
5003441,0,0,0
5003442,0,0,0
5003444,-1,1,0
5003445,-1,1,1
5003449,0,0,0
5003450,0,0,0
5003451,0,0,0
5003452,0,0,0
5003453,0,0,0
5003454,0,0,0
5003455,0,0,1
5003456,0,0,0
5003457,0,0,1
5003458,0,0,0
5003459,0,0,0
5003460,0,0,1
5003461,0,0,0
5003463,0,0,0
5003464,0,0,0
5003465,0,0,0
5003466,0,0,1
5003467,0,0,0
5003469,0,0,0
5003470,0,0,0
5003471,0,0,0
5003472,0,0,1
5003473,0,0,0
5003474,0,0,1
5003475,0,0,0
5003476,0,0,0
5003477,0,0,0
5003478,0,0,1
5003479,0,0,0
5003480,0,0,0
5003481,0,0,0
5003482,0,0,0
