ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,EMPLOYMENT_PERIOD,STATUS_y,Code
5009000,0,1,1,0,1.575,4,4,1,1,4,2.0,27.2,2.27,0,172
5009001,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,173
5009002,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,174
5009005,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,175
5009006,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,176
5009007,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,177
5009008,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,178
5009009,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,179
5009010,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,180
5009012,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,181
5009014,0,0,1,0,1.665,4,4,1,1,8,2.0,51.85,17.19,0,182
5009016,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,183
5009018,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,184
5009019,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,185
5009020,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,186
5009022,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,187
5009023,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,188
5009024,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,189
5009025,1,0,1,2,2.16,2,1,1,1,12,4.0,42.31,8.53,0,190
5009027,1,1,1,0,2.7,0,4,1,1,8,2.0,54.41,29.71,0,191
5112862,1,1,1,0,2.7,0,4,1,1,8,2.0,54.41,29.71,0,192
5009028,1,1,1,0,2.25,0,4,1,1,8,2.0,39.59,7.61,0,193
5009029,1,1,1,0,2.25,0,4,1,1,8,2.0,39.59,7.61,1,194
5009031,1,0,1,0,3.15,4,4,3,1,0,1.0,28.92,3.27,1,195
5009032,1,0,1,0,3.15,4,4,3,1,0,1.0,28.92,3.27,1,196
5009033,1,0,0,0,2.5515,1,2,0,4,12,2.0,51.18,-1000.67,0,197
5009034,1,0,0,0,2.5515,1,2,0,4,12,2.0,51.18,-1000.67,0,198
5009035,1,0,0,0,2.5515,1,2,0,4,12,2.0,51.18,-1000.67,0,199
5009036,1,0,0,0,2.5515,1,2,0,4,12,2.0,51.18,-1000.67,0,200
5009037,1,0,0,0,2.5515,1,2,0,4,12,2.0,51.18,-1000.67,0,201
5009038,1,0,0,0,2.5515,1,2,0,4,12,2.0,51.18,-1000.67,0,202
5009039,1,0,1,2,1.575,4,4,3,1,3,3.0,39.25,1.52,1,203
5009040,1,0,1,2,1.575,4,4,3,1,3,3.0,39.25,1.52,1,204
5009042,1,0,1,0,1.485,4,1,1,1,3,2.0,48.33,2.44,0,205
5009043,1,0,1,0,1.485,4,1,1,1,3,2.0,48.33,2.44,0,206
5009044,1,0,1,0,1.485,4,1,1,1,3,2.0,48.33,2.44,0,207
5009045,1,0,1,0,1.485,4,1,1,1,3,2.0,48.33,2.44,0,208
5009046,1,0,1,0,1.485,4,1,1,1,3,2.0,48.33,2.44,0,209
5009047,1,0,1,0,1.485,4,1,1,1,3,2.0,48.33,2.44,0,210
5009050,1,0,1,2,2.025,4,1,1,1,3,4.0,30.13,6.27,0,211
5009051,1,0,1,2,2.025,4,1,1,1,3,4.0,30.13,6.27,0,212
5009052,1,0,1,2,2.025,4,1,1,1,3,4.0,30.13,6.27,0,213
5009053,1,0,1,2,2.025,4,1,1,1,3,4.0,30.13,6.27,0,214
5009055,1,0,1,2,2.025,4,1,1,1,3,4.0,30.13,6.27,1,215
5009056,0,0,1,0,2.025,4,4,3,1,4,1.0,24.28,2.44,0,216
5009057,0,0,1,0,2.025,4,4,3,1,4,1.0,24.28,2.44,0,217
5009058,1,1,1,0,1.125,0,4,3,1,13,1.0,20.52,2.18,1,218
5009060,1,0,1,0,0.945,1,1,1,1,12,2.0,61.18,-1000.67,0,219
5009062,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,0,220
5009063,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,0,221
5009064,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,1,222
5009065,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,1,223
5009066,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,0,224
5009067,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,0,225
5009068,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,0,226
5009069,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,0,227
5009070,0,1,1,0,3.15,4,4,0,1,15,2.0,28.63,5.69,0,228
5009071,1,1,1,0,2.7,0,2,0,2,6,2.0,28.12,8.69,0,229
5009072,1,1,1,0,2.7,0,2,0,2,6,2.0,28.12,8.69,0,230
5009074,1,1,1,1,4.5,2,1,1,1,3,3.0,48.56,1.94,0,231
5009075,1,1,1,1,4.5,2,1,1,1,3,3.0,48.56,1.94,0,232
5009078,0,0,1,1,1.8,4,4,1,4,4,3.0,38.69,3.52,0,233
5009079,1,0,1,0,1.125,4,1,0,1,8,2.0,27.57,8.69,0,234
5009080,1,0,1,0,1.125,4,1,0,1,8,2.0,27.57,8.69,0,235
5009081,1,0,1,0,1.125,4,1,0,1,8,2.0,27.57,8.69,0,236
5009083,0,0,1,0,0.9,4,4,1,1,4,2.0,56.25,15.7,1,237
5009084,0,0,1,0,0.9,4,4,1,1,4,2.0,56.25,15.7,0,238
5009088,0,1,0,2,2.025,0,1,1,1,8,4.0,40.36,8.19,0,239
5009089,0,1,0,2,2.025,0,1,1,1,8,4.0,40.36,8.19,0,240
5009090,0,1,1,0,2.475,4,4,1,1,4,2.0,34.6,11.03,0,241
5009092,0,1,1,1,7.65,4,1,1,1,10,3.0,33.42,3.27,0,242
5009094,0,1,1,1,7.65,4,1,1,1,10,3.0,33.42,3.27,0,243
5009095,0,1,1,1,7.65,4,1,1,1,10,3.0,33.42,3.27,0,244
5009096,1,0,1,1,2.7,0,4,1,1,0,3.0,37.48,12.03,0,245
5009097,1,0,1,1,2.7,0,4,1,1,0,3.0,37.48,12.03,0,246
5009098,1,0,1,1,2.7,0,4,1,1,0,3.0,37.48,12.03,0,247
5009099,1,0,1,0,3.15,4,1,2,1,10,1.0,36.36,1.52,0,248
5009100,1,0,1,0,3.15,4,1,2,1,10,1.0,36.36,1.52,0,249
5009103,0,1,1,2,1.575,4,4,1,4,4,4.0,35.23,11.11,0,250
5009104,0,1,1,2,1.575,4,4,1,4,4,4.0,35.23,11.11,1,251
5009105,0,1,1,2,1.575,4,4,1,4,4,4.0,35.23,11.11,1,252
5009106,0,1,1,2,1.575,4,4,1,4,4,4.0,35.23,11.11,1,253
5112876,0,1,1,2,1.575,4,4,1,4,4,4.0,35.23,11.11,0,254
5009108,0,0,1,0,3.6,0,4,1,1,17,2.0,41.98,7.53,0,255
5009109,0,0,1,0,3.6,0,4,1,1,17,2.0,41.98,7.53,0,256
5009110,1,0,1,0,1.125,0,1,1,1,6,2.0,24.22,0.85,0,257
5009116,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,258
5009117,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,259
5009118,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,260
5009120,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,261
5009122,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,262
5009123,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,263
5009124,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,264
5009125,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,265
5009126,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,266
5009127,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,267
5009128,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,268
5009129,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,269
5009130,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,270
5009131,1,0,0,0,1.575,0,1,2,4,12,1.0,43.12,1.18,0,271
5009133,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,272
5009134,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,273
5009135,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,274
5009136,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,275
5009137,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,276
5009138,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,277
5009139,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,278
5009140,0,0,1,0,3.825,1,4,4,1,12,1.0,59.38,-1000.67,0,279
5009141,1,0,0,0,1.35,4,4,0,1,10,2.0,26.46,4.27,0,280
5009142,1,0,0,0,1.35,4,4,0,1,10,2.0,26.46,4.27,0,281
5009143,0,1,0,0,2.25,1,4,0,1,12,2.0,50.11,-1000.67,0,282
5009144,0,1,0,0,2.25,1,4,0,1,12,2.0,50.11,-1000.67,0,283
5009145,0,1,0,0,3.15,4,1,1,1,10,2.0,43.36,10.19,0,284
5009146,0,1,0,0,3.15,4,1,1,1,10,2.0,43.36,10.19,0,285
5009147,0,1,0,0,3.15,4,1,1,1,10,2.0,43.36,10.19,0,286
5009149,0,1,0,0,3.15,4,1,1,1,10,2.0,43.36,10.19,0,287
5009150,0,1,0,0,3.15,4,1,1,1,10,2.0,43.36,10.19,0,288
5009151,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,289
5009152,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,290
5009153,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,291
5009154,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,292
5009155,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,293
5009156,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,294
5009157,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,295
5009158,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,296
5009159,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,297
5009160,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,298
5009161,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,299
5009162,1,0,0,0,1.8,4,4,1,1,15,2.0,53.63,7.95,0,300
5009163,1,0,0,0,1.575,4,4,1,1,15,2.0,35.38,8.7,0,301
5009164,1,0,0,0,1.575,4,4,1,1,15,2.0,35.38,8.7,0,302
5009165,1,0,0,0,1.575,4,4,1,1,15,2.0,35.38,8.7,0,303
5009166,1,0,0,0,1.575,4,4,1,1,15,2.0,35.38,8.7,0,304
5009168,1,0,0,0,1.575,4,4,1,1,15,2.0,35.38,8.7,0,305
5009170,1,1,0,0,1.44,1,4,1,1,12,2.0,62.68,-1000.67,0,306
5009177,0,1,0,0,2.295,4,2,1,0,8,2.0,50.21,3.44,0,307
5009178,0,1,0,0,2.295,4,2,1,0,8,2.0,50.21,3.44,0,308
5009179,0,1,0,0,2.295,4,2,1,0,8,2.0,50.21,3.44,1,309
5009180,0,1,0,0,2.295,4,2,1,0,8,2.0,50.21,3.44,0,310
5009181,0,1,0,0,2.295,4,2,1,0,8,2.0,50.21,3.44,0,311
5009182,0,1,0,0,2.295,4,2,1,0,8,2.0,50.21,3.44,0,312
5009183,0,1,0,0,2.295,4,2,1,0,8,2.0,50.21,3.44,1,313
5009186,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,314
5009187,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,315
5009188,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,316
5009189,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,317
5009190,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,318
5009191,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,319
5009192,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,320
5009193,1,0,0,0,2.7,4,1,1,1,10,2.0,48.15,15.87,0,321
5009195,1,0,0,0,2.925,2,4,1,1,0,2.0,57.41,23.79,0,322
5009196,1,0,0,0,2.925,2,4,1,1,0,2.0,57.41,23.79,0,323
